id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bulan,koridor,jumlah_penumpang,satuan,tahun
267,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,ANTAPANI - LEUWIPANJANG,3431,ORANG,2022
268,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,ANTAPANI – ST HALL,984,ORANG,2022
269,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,CIBIRU - CIBEUREUM,30592,ORANG,2022
270,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,CICAHEUM - CIBEUREUM,24934,ORANG,2022
271,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,CICAHEUM - SARIJADI,4529,ORANG,2022
272,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,ANTAPANI - LEUWIPANJANG,3235,ORANG,2022
273,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,ANTAPANI – ST HALL,1255,ORANG,2022
274,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,CIBIRU - CIBEUREUM,31431,ORANG,2022
275,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,CICAHEUM - CIBEUREUM,25765,ORANG,2022
276,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,CICAHEUM - SARIJADI,4909,ORANG,2022
277,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,ANTAPANI - LEUWIPANJANG,3010,ORANG,2022
278,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,ANTAPANI – ST HALL,2890,ORANG,2022
279,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,CIBIRU - CIBEUREUM,32722,ORANG,2022
280,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,CICAHEUM - CIBEUREUM,28623,ORANG,2022
281,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,CICAHEUM - SARIJADI,5787,ORANG,2022
282,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,ANTAPANI - LEUWIPANJANG,4480,ORANG,2022
283,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,ANTAPANI – ST HALL,1668,ORANG,2022
284,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,CIBIRU - CIBEUREUM,31939,ORANG,2022
285,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,CICAHEUM - CIBEUREUM,24613,ORANG,2022
286,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,CICAHEUM - SARIJADI,5551,ORANG,2022
287,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,ANTAPANI - LEUWIPANJANG,3844,ORANG,2022
288,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,ANTAPANI – ST HALL,1707,ORANG,2022
289,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,CIBIRU - CIBEUREUM,29203,ORANG,2023
290,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,CICAHEUM - CIBEUREUM,20579,ORANG,2023
291,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,CICAHEUM - SARIJADI,5558,ORANG,2023
292,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,ANTAPANI - LEUWIPANJANG,4028,ORANG,2023
293,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,ANTAPANI – ST HALL,2791,ORANG,2023
294,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,CIBIRU - CIBEUREUM,27786,ORANG,2023
295,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,CICAHEUM - CIBEUREUM,17833,ORANG,2023
296,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,CICAHEUM - SARIJADI,5232,ORANG,2023
297,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,ANTAPANI - LEUWIPANJANG,2603,ORANG,2023
298,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,ANTAPANI – ST HALL,2404,ORANG,2023
299,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,CIBIRU - CIBEUREUM,30259,ORANG,2023
300,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,CICAHEUM - CIBEUREUM,22566,ORANG,2023
301,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,CICAHEUM - SARIJADI,5423,ORANG,2023
302,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,ANTAPANI - LEUWIPANJANG,2706,ORANG,2023
303,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,ANTAPANI – ST HALL,1360,ORANG,2023
304,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,CIBIRU - CIBEUREUM,23090,ORANG,2023
305,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,CICAHEUM - CIBEUREUM,24679,ORANG,2023
306,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,CICAHEUM - SARIJADI,3739,ORANG,2023
307,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,ANTAPANI - LEUWIPANJANG,2798,ORANG,2023
308,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,ANTAPANI – ST HALL,1506,ORANG,2023
309,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,CIBIRU - CIBEUREUM,28962,ORANG,2023
310,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,CICAHEUM - CIBEUREUM,31151,ORANG,2023
311,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,CICAHEUM - SARIJADI,4818,ORANG,2023
312,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,ANTAPANI - LEUWIPANJANG,3977,ORANG,2023
313,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,ANTAPANI – ST HALL,2083,ORANG,2023
314,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,CIBIRU - CIBEUREUM,20977,ORANG,2023
315,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,CICAHEUM - CIBEUREUM,24065,ORANG,2023
316,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,CICAHEUM - SARIJADI,3502,ORANG,2023
317,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,ANTAPANI - LEUWIPANJANG,2621,ORANG,2023
318,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,ANTAPANI – ST HALL,2429,ORANG,2023
319,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,CIBIRU - CIBEUREUM,22784,ORANG,2023
320,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,CICAHEUM - CIBEUREUM,27641,ORANG,2023
321,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,CICAHEUM - SARIJADI,3928,ORANG,2023
322,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,ANTAPANI - LEUWIPANJANG,2893,ORANG,2023
323,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,ANTAPANI – ST HALL,2508,ORANG,2023
324,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,CIBIRU - CIBEUREUM,20679,ORANG,2023
325,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,CICAHEUM - CIBEUREUM,24962,ORANG,2023
326,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,CICAHEUM - SARIJADI,3303,ORANG,2023
327,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,ANTAPANI - LEUWIPANJANG,2110,ORANG,2023
328,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,ANTAPANI – ST HALL,2755,ORANG,2023
329,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,CIBIRU - CIBEUREUM,21037,ORANG,2023
330,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,CICAHEUM - CIBEUREUM,23531,ORANG,2023
331,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,CICAHEUM - SARIJADI,3337,ORANG,2023
332,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,ANTAPANI - LEUWIPANJANG,2630,ORANG,2023
333,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,ANTAPANI – ST HALL,2027,ORANG,2023
334,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,CIBIRU - CIBEUREUM,25805,ORANG,2023
335,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,CICAHEUM - CIBEUREUM,25689,ORANG,2023
336,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,CICAHEUM - SARIJADI,3968,ORANG,2023
337,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,ANTAPANI - LEUWIPANJANG,3578,ORANG,2023
338,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,ANTAPANI – ST HALL,2136,ORANG,2023
339,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,CIBIRU - CIBEUREUM,25424,ORANG,2023
340,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,CICAHEUM - CIBEUREUM,23536,ORANG,2023
341,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,CICAHEUM - SARIJADI,4635,ORANG,2023
342,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,ANTAPANI - LEUWIPANJANG,4198,ORANG,2023
343,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,ANTAPANI – ST HALL,2048,ORANG,2023
344,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,CIBIRU - CIBEUREUM,23375,ORANG,2023
345,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,CICAHEUM - CIBEUREUM,21285,ORANG,2023
346,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,CICAHEUM - SARIJADI,4028,ORANG,2023
347,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,ANTAPANI - LEUWIPANJANG,3979,ORANG,2023
348,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,ANTAPANI – ST HALL,1804,ORANG,2023
349,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,KORIDOR 1 (CIBIRU - CIBEUREUM),24111,ORANG,2024
350,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,KORIDOR 2 (CICAHEUM - CIBEUREUM),21147,ORANG,2024
351,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,KORIDOR 3 (CICAHEUM - SARIJADI),4030,ORANG,2024
352,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),3730,ORANG,2024
353,32,JAWA BARAT,3273,KOTA BANDUNG,JANUARI,KORIDOR 5 (ANTAPANI - ST. HALL) ,2029,ORANG,2024
354,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,KORIDOR 1 (CIBIRU - CIBEUREUM),22600,ORANG,2024
355,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,KORIDOR 2 (CICAHEUM - CIBEUREUM),20234,ORANG,2024
356,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,KORIDOR 3 (CICAHEUM - SARIJADI),3676,ORANG,2024
357,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),3588,ORANG,2024
358,32,JAWA BARAT,3273,KOTA BANDUNG,FEBRUARI,KORIDOR 5 (ANTAPANI - ST. HALL) ,1616,ORANG,2024
359,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,KORIDOR 1 (CIBIRU - CIBEUREUM),19433,ORANG,2024
360,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,KORIDOR 2 (CICAHEUM - CIBEUREUM),18019,ORANG,2024
361,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,KORIDOR 3 (CICAHEUM - SARIJADI),3800,ORANG,2024
362,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),2915,ORANG,2024
363,32,JAWA BARAT,3273,KOTA BANDUNG,MARET,KORIDOR 5 (ANTAPANI - ST. HALL) ,1439,ORANG,2024
364,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,KORIDOR 1 (CIBIRU - CIBEUREUM),24826,ORANG,2024
365,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,KORIDOR 2 (CICAHEUM - CIBEUREUM),22771,ORANG,2024
366,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,KORIDOR 3 (CICAHEUM - SARIJADI),4265,ORANG,2024
367,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),3266,ORANG,2024
368,32,JAWA BARAT,3273,KOTA BANDUNG,APRIL,KORIDOR 5 (ANTAPANI - ST. HALL) ,1756,ORANG,2024
369,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,KORIDOR 1 (CIBIRU - CIBEUREUM),27212,ORANG,2024
370,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,KORIDOR 2 (CICAHEUM - CIBEUREUM),25351,ORANG,2024
371,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,KORIDOR 3 (CICAHEUM - SARIJADI),4533,ORANG,2024
372,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),2952,ORANG,2024
373,32,JAWA BARAT,3273,KOTA BANDUNG,MEI,KORIDOR 5 (ANTAPANI - ST. HALL) ,2020,ORANG,2024
374,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,KORIDOR 1 (CIBIRU - CIBEUREUM),23020,ORANG,2024
375,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,KORIDOR 2 (CICAHEUM - CIBEUREUM),20878,ORANG,2024
376,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,KORIDOR 3 (CICAHEUM - SARIJADI),3674,ORANG,2024
377,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),2522,ORANG,2024
378,32,JAWA BARAT,3273,KOTA BANDUNG,JUNI,KORIDOR 5 (ANTAPANI - ST. HALL) ,1292,ORANG,2024
379,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,KORIDOR 1 (CIBIRU - CIBEUREUM),28517,ORANG,2024
380,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,KORIDOR 2 (CICAHEUM - CIBEUREUM),26414,ORANG,2024
381,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,KORIDOR 3 (CICAHEUM - SARIJADI),5517,ORANG,2024
382,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),2518,ORANG,2024
383,32,JAWA BARAT,3273,KOTA BANDUNG,JULI,KORIDOR 5 (ANTAPANI - ST. HALL) ,2022,ORANG,2024
384,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,KORIDOR 1 (CIBIRU - CIBEUREUM),25085,ORANG,2024
385,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,KORIDOR 2 (CICAHEUM - CIBEUREUM),21292,ORANG,2024
386,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,KORIDOR 3 (CICAHEUM - SARIJADI),4094,ORANG,2024
387,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),2196,ORANG,2024
388,32,JAWA BARAT,3273,KOTA BANDUNG,AGUSTUS,KORIDOR 5 (ANTAPANI - ST. HALL) ,1760,ORANG,2024
389,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,KORIDOR 1 (CIBIRU - CIBEUREUM),20241,ORANG,2024
390,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,KORIDOR 2 (CICAHEUM - CIBEUREUM),18873,ORANG,2024
391,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,KORIDOR 3 (CICAHEUM - SARIJADI),3229,ORANG,2024
392,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),1995,ORANG,2024
393,32,JAWA BARAT,3273,KOTA BANDUNG,SEPTEMBER,KORIDOR 5 (ANTAPANI - ST. HALL) ,1462,ORANG,2024
394,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,KORIDOR 1 (CIBIRU - CIBEUREUM),22305,ORANG,2024
395,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,KORIDOR 2 (CICAHEUM - CIBEUREUM),20643,ORANG,2024
396,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,KORIDOR 3 (CICAHEUM - SARIJADI),4080,ORANG,2024
397,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),3110,ORANG,2024
398,32,JAWA BARAT,3273,KOTA BANDUNG,OKTOBER,KORIDOR 5 (ANTAPANI - ST. HALL) ,1646,ORANG,2024
399,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,KORIDOR 1 (CIBIRU - CIBEUREUM),19826,ORANG,2024
400,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,KORIDOR 2 (CICAHEUM - CIBEUREUM),18818,ORANG,2024
401,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,KORIDOR 3 (CICAHEUM - SARIJADI),3244,ORANG,2024
402,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),2759,ORANG,2024
403,32,JAWA BARAT,3273,KOTA BANDUNG,NOVEMBER,KORIDOR 5 (ANTAPANI - ST. HALL) ,1491,ORANG,2024
404,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,KORIDOR 1 (CIBIRU - CIBEUREUM),22378,ORANG,2024
405,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,KORIDOR 2 (CICAHEUM - CIBEUREUM),20625,ORANG,2024
406,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,KORIDOR 3 (CICAHEUM - SARIJADI),3364,ORANG,2024
407,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,KORIDOR 4 (ANTAPANI - LEUWIPANJANG),3019,ORANG,2024
408,32,JAWA BARAT,3273,KOTA BANDUNG,DESEMBER,KORIDOR 5 (ANTAPANI - ST. HALL) ,1446,ORANG,2024
